m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
0.0434375,0.000625,0.0009375,-0.026875,0.001875,0.0115625,0.005,-0.000625,-0.0290625,0.018125
0.0496875,0.006875,-0.0228125,-0.034375,0.0153125,0.0265625,-0.0046875,-0.0153125,-0.0346875,0.0675
0.0475,-0.0025,-0.006875,-0.0353125,0.01125,0.00625,-0.009375,-0.0146875,-0.0059375,0.0940625
0.04,0.0125,0.0134375,-0.0625,0.0059375,0.0059375,-0.0065625,-0.0228125,0.0078125,0.0921875
0.04375,0.0115625,0.02125,-0.0775,0.005,0.0215625,-0.0275,-0.0165625,-0.001875,0.109375
0.045,0.02,0.0096875,-0.0671875,0.0046875,0.0034375,-0.028125,-0.0334375,-0.01125,0.1203125
0.0565625,0.018125,-0.0046875,-0.08,0.0334375,-0.0296875,-0.0321875,-0.05,-0.0025,0.1259375
0.05375,0.02,-0.0071875,-0.119375,0.035625,-0.0225,-0.0071875,-0.05625,-0.0065625,0.105625
0.060625,0.013125,-0.0003125,-0.1196875,0.03875,-0.0465625,0.024375,-0.05125,-0.0090625,0.0965625
0.0603125,0.0340625,-0.015625,-0.1409375,0.0228125,-0.0675,0.0259375,-0.0446875,-0.0125,0.1190625
0.0615625,0.0228125,-0.0096875,-0.153125,0.0253125,-0.08375,0.03625,-0.034375,-0.0021875,0.1340625
0.04125,0.0240625,-0.0128125,-0.155,0.0203125,-0.09125,0.05875,-0.0334375,0.03125,0.1290625
0.0275,0.0146875,-0.0021875,-0.165625,-0.0228125,-0.099375,0.068125,-0.03125,0.038125,0.13375
0.0303125,-0.00625,0.0078125,-0.180625,-0.014375,-0.1153125,0.0746875,-0.011875,0.0109375,0.1234375
0.0353125,0.006875,0.020625,-0.17375,-0.0240625,-0.1359375,0.085,-0.00625,0.0215625,0.1440625
0.0509375,0.0003125,-0.0015625,-0.1565625,-0.028125,-0.13375,0.0828125,-0.015,0.0228125,0.1346875
0.0634375,-0.0040625,0.0046875,-0.1515625,-0.0403125,-0.128125,0.0875,-0.0109375,0.005625,0.134375
0.0728125,0.001875,0.0078125,-0.1703125,-0.0521875,-0.125,0.1165625,0.0384375,0.0109375,0.1253125
0.0459375,0.0040625,0.0146875,-0.1975,-0.0790625,-0.11875,0.1225,0.03125,0.006875,0.135625
0.0834375,0.016875,0.0253125,-0.200625,-0.048125,-0.1271875,0.134375,0.0090625,0.0021875,0.1228125
0.0721875,0.00625,0.005,-0.1934375,-0.0575,-0.1353125,0.129375,0.0390625,0.0075,0.12875
0.08625,0.0209375,0.0125,-0.1971875,-0.0415625,-0.136875,0.1346875,0.03625,0.000625,0.1271875
0.088125,0.03125,0.013125,-0.17375,-0.02625,-0.1259375,0.140625,0.0315625,0.0090625,0.1334375
0.07375,0.036875,0.0134375,-0.173125,-0.0203125,-0.129375,0.13625,0.02375,-0.0046875,0.135625
0.05625,0.04625,-0.0003125,-0.1790625,-0.0321875,-0.133125,0.1496875,0.0053125,-0.00875,0.170625
