m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
-0.0215625,0.0409375,-0.0203125,0.009375,0.028125,-0.001875,0.069375,0.00875,-0.045,0.0053125
-0.0084375,0.0478125,-0.010625,0.0596875,0.0309375,0.004375,0.0878125,0.01125,-0.051875,0.0225
0.0028125,0.059375,-0.0075,0.0796875,0.0325,0.0278125,0.1065625,0.021875,-0.04625,0.03875
0.004375,0.065,-0.0096875,0.0865625,0.028125,0.020625,0.1396875,0.0321875,-0.0521875,0.0546875
0.01,0.0703125,0.0046875,0.1046875,0.041875,0.0184375,0.1615625,0.019375,-0.065625,0.0559375
0.0096875,0.0778125,0.02,0.13,0.0396875,0.025,0.1696875,0.0240625,-0.0740625,0.065
0.000625,0.09875,0.0284375,0.1465625,0.0521875,0.034375,0.17625,0.0028125,-0.0778125,0.061875
0.009375,0.128125,0.035625,0.156875,0.0528125,0.0409375,0.1696875,0.0003125,-0.0790625,0.0725
0.0225,0.140625,0.0340625,0.1690625,0.0384375,0.050625,0.174375,-0.0046875,-0.071875,0.0696875
0.019375,0.1471875,0.0546875,0.181875,0.0496875,0.0640625,0.1871875,-0.0146875,-0.08625,0.0771875
0.0103125,0.15375,0.0546875,0.1965625,0.0459375,0.0753125,0.19,-0.0221875,-0.078125,0.0821875
0.0103125,0.15625,0.05625,0.206875,0.0421875,0.0775,0.201875,-0.0153125,-0.0721875,0.085
0.004375,0.1646875,0.0671875,0.2165625,0.038125,0.084375,0.2203125,-0.0240625,-0.073125,0.0878125
0.003125,0.1765625,0.0684375,0.2234375,0.0328125,0.08,0.2284375,-0.0209375,-0.065625,0.09625
0.000625,0.1971875,0.0721875,0.215625,0.0403125,0.0753125,0.2375,-0.0115625,-0.0646875,0.1040625
-0.0090625,0.2065625,0.0734375,0.223125,0.04875,0.07,0.23875,-0.0090625,-0.065,0.1028125
-0.0215625,0.2090625,0.0740625,0.2171875,0.0559375,0.061875,0.2365625,0.0028125,-0.0571875,0.1078125
-0.0209375,0.20375,0.078125,0.2190625,0.0603125,0.0575,0.2490625,0.0025,-0.0521875,0.105
-0.0253125,0.2028125,0.0775,0.2196875,0.0590625,0.056875,0.2471875,0.01,-0.058125,0.10875
-0.033125,0.20375,0.081875,0.22125,0.0615625,0.04875,0.2503125,0.0153125,-0.0503125,0.1234375
-0.0471875,0.203125,0.0878125,0.22625,0.050625,0.0515625,0.261875,0.015,-0.046875,0.12625
-0.0465625,0.209375,0.0828125,0.2365625,0.05,0.0453125,0.2584375,0.0121875,-0.0478125,0.134375
-0.04125,0.219375,0.091875,0.231875,0.050625,0.06125,0.2621875,0.0096875,-0.0378125,0.1215625
-0.031875,0.2171875,0.09375,0.23375,0.046875,0.0609375,0.2675,0.000625,-0.034375,0.12375
-0.0271875,0.2296875,0.0928125,0.2259375,0.036875,0.07125,0.27375,0.001875,-0.0284375,0.1215625
-0.03875,0.2415625,0.0925,0.236875,0.0365625,0.07875,0.2721875,-0.01125,-0.0303125,0.10875
-0.0334375,0.2434375,0.07875,0.23125,0.0253125,0.0775,0.2809375,-0.0278125,-0.0371875,0.108125
-0.0415625,0.2625,0.0759375,0.239375,0.0115625,0.0725,0.2678125,-0.0265625,-0.0378125,0.1040625
-0.0478125,0.2784375,0.08625,0.225,0.0053125,0.07125,0.276875,-0.0296875,-0.04125,0.11125
-0.0478125,0.284375,0.0946875,0.2265625,-0.0115625,0.070625,0.278125,-0.0315625,-0.0403125,0.111875
-0.0428125,0.2884375,0.1109375,0.2196875,-0.0175,0.073125,0.2846875,-0.03125,-0.045,0.1084375
-0.0540625,0.2921875,0.1084375,0.228125,-0.0159375,0.07375,0.273125,-0.0346875,-0.049375,0.1128125
-0.0615625,0.3096875,0.101875,0.225625,-0.010625,0.0690625,0.2784375,-0.04375,-0.04375,0.1140625
-0.0571875,0.323125,0.1115625,0.233125,-0.01125,0.05875,0.27125,-0.0359375,-0.03875,0.1215625
-0.0521875,0.3303125,0.11125,0.2325,-0.020625,0.060625,0.2784375,-0.0365625,-0.0334375,0.1353125
-0.054375,0.3334375,0.1071875,0.2246875,-0.0190625,0.06375,0.26875,-0.0265625,-0.0390625,0.13875
-0.0590625,0.3434375,0.1075,0.2253125,-0.01875,0.059375,0.2653125,-0.02125,-0.0440625,0.1409375
-0.0603125,0.33875,0.101875,0.230625,-0.0115625,0.0709375,0.2696875,-0.0103125,-0.0446875,0.1471875
-0.0640625,0.3471875,0.1,0.2384375,-0.016875,0.0678125,0.2771875,-0.011875,-0.036875,0.1415625
-0.06375,0.3484375,0.1078125,0.2328125,-0.015,0.0725,0.2753125,-0.0128125,-0.038125,0.145
-0.0725,0.353125,0.1190625,0.235,-0.0165625,0.0815625,0.2753125,-0.0075,-0.0346875,0.1484375
-0.0640625,0.36,0.11625,0.2375,-0.0140625,0.083125,0.2825,-0.0075,-0.0271875,0.14875
-0.06875,0.3703125,0.1240625,0.2521875,-0.0109375,0.0771875,0.2875,-0.0090625,-0.0296875,0.1446875
-0.06875,0.3659375,0.1246875,0.2590625,-0.0203125,0.07625,0.290625,-0.001875,-0.02625,0.146875
-0.0703125,0.3634375,0.12625,0.2634375,-0.020625,0.0890625,0.296875,0.0009375,-0.0171875,0.153125
-0.0696875,0.3753125,0.119375,0.2640625,-0.0175,0.0871875,0.2971875,0.006875,-0.0240625,0.1628125
-0.080625,0.378125,0.1121875,0.2615625,-0.0203125,0.086875,0.2975,0.0065625,-0.0096875,0.1709375
-0.0821875,0.38875,0.111875,0.273125,-0.0159375,0.0878125,0.305625,0.0096875,-0.0090625,0.179375
