m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
-0.14,0.1,0.26,0.0,-0.28,0.18,0.12,0.2,0.24,-0.1
-0.12,0.0,0.42,-0.12,-0.18,0.1,0.1,0.24,0.42,0.06
0.12,0.02,0.34,-0.08,-0.24,-0.1,0.18,0.1,0.62,0.1
0.14,-0.04,0.44,-0.2,-0.34,-0.12,0.04,0.08,0.82,0.12
0.12,0.1,0.54,-0.26,-0.34,-0.22,-0.02,0.1,0.92,0.1
0.22,-0.04,0.58,-0.18,-0.36,-0.14,-0.14,0.16,0.92,0.2
0.22,-0.06,0.62,-0.16,-0.4,-0.24,-0.2,0.22,0.94,0.26
0.1,-0.04,0.8,-0.16,-0.46,-0.3,-0.22,0.14,1.0,0.42
0.02,-0.02,0.82,-0.18,-0.54,-0.36,-0.22,0.26,1.0,0.36
-0.08,-0.04,0.84,-0.1,-0.62,-0.34,-0.18,0.4,1.0,0.56
-0.14,-0.12,0.98,-0.22,-0.7,-0.42,-0.16,0.44,1.0,0.64
-0.14,-0.12,0.98,-0.16,-0.78,-0.36,-0.16,0.4,1.0,0.66
-0.1,-0.14,1.0,-0.1,-0.8,-0.32,-0.26,0.32,1.0,0.84
-0.12,-0.12,1.0,-0.14,-0.8,-0.38,-0.2,0.4,1.0,0.88
-0.16,-0.18,1.0,-0.18,-0.88,-0.38,-0.16,0.56,1.0,0.94
-0.14,-0.2,1.0,-0.2,-0.98,-0.62,-0.16,0.58,1.0,0.96
-0.14,-0.22,1.0,-0.22,-0.98,-0.66,-0.16,0.68,1.0,1.0
-0.12,-0.2,1.0,-0.34,-0.98,-0.62,-0.2,0.8,1.0,1.0
-0.12,-0.2,1.0,-0.32,-1.0,-0.64,-0.2,0.82,1.0,1.0
-0.16,-0.2,1.0,-0.24,-1.0,-0.74,-0.2,0.92,1.0,1.0
-0.16,-0.18,1.0,-0.14,-1.0,-0.76,-0.2,0.94,1.0,1.0
-0.18,-0.2,1.0,-0.2,-1.0,-0.78,-0.2,1.0,1.0,1.0
-0.18,-0.2,1.0,-0.22,-1.0,-0.8,-0.2,1.0,1.0,1.0
-0.16,-0.2,1.0,-0.26,-1.0,-0.84,-0.2,1.0,1.0,1.0
-0.12,-0.2,1.0,-0.26,-1.0,-0.9,-0.26,1.0,1.0,1.0
-0.18,-0.2,1.0,-0.22,-1.0,-0.96,-0.3,1.0,1.0,1.0
-0.2,-0.14,1.0,-0.22,-1.0,-1.0,-0.32,1.0,1.0,1.0
-0.2,-0.16,1.0,-0.26,-1.0,-1.0,-0.36,1.0,1.0,1.0
-0.2,-0.18,1.0,-0.3,-1.0,-1.0,-0.38,1.0,1.0,1.0
-0.2,-0.18,1.0,-0.3,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.3,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.3,-1.0,-1.0,-0.38,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.3,-1.0,-1.0,-0.34,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.24,-1.0,-1.0,-0.34,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.18,-1.0,-1.0,-0.38,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.18,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.16,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.2,-0.2,1.0,-0.2,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.16,-0.2,1.0,-0.26,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.16,-0.2,1.0,-0.24,-1.0,-1.0,-0.4,1.0,1.0,1.0
-0.16,-0.2,1.0,-0.28,-1.0,-1.0,-0.4,1.0,1.0,1.0
