m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
-0.4,-0.56,0.08,0.02,-0.02,-0.16,-0.1,0.04,0.1,0.24
-0.6,-0.82,0.38,0.02,-0.38,-0.18,-0.2,0.08,-0.12,0.34
-0.7,-0.94,0.6,-0.08,-0.42,-0.22,-0.24,0.16,-0.26,0.36
-0.9,-0.9,0.72,-0.1,-0.56,-0.2,-0.38,0.4,-0.34,0.44
-0.92,-1.0,0.9,-0.26,-0.68,-0.18,-0.46,0.48,-0.32,0.36
-0.98,-1.0,1.0,-0.34,-0.86,-0.26,-0.54,0.6,-0.26,0.36
-1.0,-1.0,1.0,-0.5,-0.98,-0.36,-0.66,0.7,-0.38,0.5
-1.0,-1.0,1.0,-0.7,-1.0,-0.5,-0.72,0.82,-0.46,0.6
-1.0,-1.0,1.0,-0.88,-1.0,-0.48,-0.72,0.94,-0.44,0.68
-1.0,-1.0,1.0,-0.9,-1.0,-0.64,-0.8,0.98,-0.56,0.76
-1.0,-1.0,1.0,-0.98,-1.0,-0.7,-0.74,1.0,-0.6,0.82
-1.0,-1.0,1.0,-0.98,-1.0,-0.72,-0.8,1.0,-0.62,0.84
-1.0,-1.0,1.0,-1.0,-1.0,-0.82,-0.88,1.0,-0.7,0.92
-1.0,-1.0,1.0,-1.0,-1.0,-0.86,-0.94,1.0,-0.84,0.98
-1.0,-1.0,1.0,-1.0,-1.0,-0.96,-0.98,1.0,-0.92,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.98,1.0,-0.98,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
