m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
0.24,0.18,-0.16,0.34,0.18,0.1,0.0,-0.28,0.26,0.02
0.16,0.38,-0.26,0.4,0.02,0.08,0.0,-0.36,0.08,0.04
0.32,0.54,-0.26,0.42,-0.08,0.28,0.0,-0.38,0.12,-0.08
0.26,0.64,-0.26,0.4,-0.16,0.22,-0.02,-0.4,0.2,-0.04
0.32,0.7,-0.34,0.58,-0.24,0.34,0.0,-0.44,0.32,0.06
0.44,0.66,-0.34,0.62,-0.36,0.62,-0.02,-0.54,0.48,0.16
0.3,0.82,-0.36,0.72,-0.38,0.64,-0.08,-0.58,0.58,0.16
0.36,0.96,-0.32,0.74,-0.48,0.56,-0.04,-0.6,0.62,0.18
0.42,1.0,-0.54,0.82,-0.52,0.62,0.02,-0.8,0.66,0.36
0.52,1.0,-0.58,0.94,-0.62,0.78,0.04,-0.84,0.78,0.34
0.5,1.0,-0.68,0.98,-0.64,0.82,0.1,-0.88,0.78,0.38
0.58,1.0,-0.76,1.0,-0.62,0.9,0.08,-0.88,0.76,0.4
0.48,1.0,-0.88,1.0,-0.62,0.92,0.1,-0.94,0.7,0.54
0.52,1.0,-0.9,1.0,-0.76,0.94,0.12,-0.94,0.74,0.68
0.66,1.0,-0.96,1.0,-0.9,1.0,0.18,-0.96,0.78,0.94
0.8,1.0,-0.98,1.0,-0.96,1.0,0.24,-0.98,0.88,1.0
0.84,0.98,-1.0,1.0,-0.98,1.0,0.34,-0.98,0.98,1.0
0.94,0.98,-1.0,1.0,-0.98,1.0,0.38,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,-1.0,1.0,0.38,-1.0,1.0,1.0
1.0,0.98,-1.0,1.0,-1.0,1.0,0.36,-1.0,1.0,1.0
1.0,0.98,-1.0,1.0,-1.0,1.0,0.36,-1.0,1.0,1.0
1.0,0.98,-1.0,1.0,-1.0,1.0,0.36,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,-1.0,1.0,0.4,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,-1.0,1.0,0.32,-1.0,1.0,0.98
1.0,1.0,-1.0,1.0,-1.0,1.0,0.24,-1.0,1.0,0.98
1.0,1.0,-1.0,1.0,-1.0,1.0,0.26,-0.96,1.0,1.0
1.0,1.0,-1.0,1.0,-1.0,1.0,0.24,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,-1.0,1.0,0.26,-1.0,1.0,1.0
